class_id,class_name,course_title,attendance,participation,recitation,presentation,project,midterm1,midterm2,midterm3,finals,assignments,quizzes,assignments_count,quizzes_count,class_time,class_days,lecturer_id,lecturer_name,lecturer_email,lecturer_office_hours,lecturer_office,lecturer_phone,ta_count,ta_id,ta_name,ta_email,ta_office_hours,ta_office
205649011,CSE 214,Data Structures,5,7,7,0,21,7,7,7,14,10,15,9,6,02:03 PM,"Tuesday, Monday, Friday",116779022,Barry Velez,barry.velez@stonybrook.edu,Monday 2-4 PM,Office A,(787)407-6605,5,115661992,Amanda Daniels,amanda.daniels@stonybrook.edu,Friday 3-5 PM,Office A
205649011,CSE 214,Data Structures,5,7,7,0,21,7,7,7,14,10,15,9,6,02:03 PM,"Tuesday, Monday, Friday",116779022,Barry Velez,barry.velez@stonybrook.edu,Monday 2-4 PM,Office A,(787)407-6605,5,114753047,Howard Burton,howard.burton@stonybrook.edu,Monday 2-4 PM,Office C
205649011,CSE 214,Data Structures,5,7,7,0,21,7,7,7,14,10,15,9,6,02:03 PM,"Tuesday, Monday, Friday",116779022,Barry Velez,barry.velez@stonybrook.edu,Monday 2-4 PM,Office A,(787)407-6605,5,117804958,Kevin Schneider,kevin.schneider@stonybrook.edu,Monday 2-4 PM,Office A
207743082,CSE 220,Systems Fundamentals I,9,0,0,3,24,9,9,9,14,12,11,8,6,12:42 AM,"Tuesday, Monday, Wednesday",115698367,Jessica Rowe,jessica.rowe@stonybrook.edu,Monday 2-4 PM,Office A,(301)892-9952,1,114128863,Nichole Johnson,nichole.johnson@stonybrook.edu,Friday 3-5 PM,Office B
203461088,CSE 216,Programming Abstractions,5,4,4,3,26,6,6,6,15,10,15,7,6,07:35 PM,"Monday, Wednesday, Friday",111654286,Wesley Barker,wesley.barker@stonybrook.edu,Friday 3-5 PM,Office B,001-509-316-4809x32524,4,116359105,Christopher Williams,christopher.williams@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
203461088,CSE 216,Programming Abstractions,5,4,4,3,26,6,6,6,15,10,15,7,6,07:35 PM,"Monday, Wednesday, Friday",111654286,Wesley Barker,wesley.barker@stonybrook.edu,Friday 3-5 PM,Office B,001-509-316-4809x32524,4,111578849,Heather Richardson,heather.richardson@stonybrook.edu,Monday 2-4 PM,Office C
203461088,CSE 216,Programming Abstractions,5,4,4,3,26,6,6,6,15,10,15,7,6,07:35 PM,"Monday, Wednesday, Friday",111654286,Wesley Barker,wesley.barker@stonybrook.edu,Friday 3-5 PM,Office B,001-509-316-4809x32524,4,118700099,Dawn Downs,dawn.downs@stonybrook.edu,Friday 3-5 PM,Office B
203461088,CSE 216,Programming Abstractions,5,4,4,3,26,6,6,6,15,10,15,7,6,07:35 PM,"Monday, Wednesday, Friday",111654286,Wesley Barker,wesley.barker@stonybrook.edu,Friday 3-5 PM,Office B,001-509-316-4809x32524,4,119542035,Nicholas Martin,nicholas.martin@stonybrook.edu,Friday 3-5 PM,Office B
208806855,CSE 303,Introduction to the Theory of Computation,7,6,7,7,25,5,5,5,10,13,10,9,10,04:28 AM,"Monday, Wednesday, Tuesday",111184001,Gina Jimenez,gina.jimenez@stonybrook.edu,Friday 3-5 PM,Office B,(565)531-2491x3740,3,116080788,Kristen Taylor,kristen.taylor@stonybrook.edu,Monday 2-4 PM,Office A
208806855,CSE 303,Introduction to the Theory of Computation,7,6,7,7,25,5,5,5,10,13,10,9,10,04:28 AM,"Monday, Wednesday, Tuesday",111184001,Gina Jimenez,gina.jimenez@stonybrook.edu,Friday 3-5 PM,Office B,(565)531-2491x3740,3,116134862,Lisa Anderson,lisa.anderson@stonybrook.edu,Monday 2-4 PM,Office B
208806855,CSE 303,Introduction to the Theory of Computation,7,6,7,7,25,5,5,5,10,13,10,9,10,04:28 AM,"Monday, Wednesday, Tuesday",111184001,Gina Jimenez,gina.jimenez@stonybrook.edu,Friday 3-5 PM,Office B,(565)531-2491x3740,3,116483675,Heather Stewart,heather.stewart@stonybrook.edu,Monday 2-4 PM,Office A
208659532,CSE 327,Fundamentals of Computer Vision,3,4,5,4,17,9,9,9,14,15,11,7,10,03:32 AM,"Friday, Wednesday, Thursday",113331011,Eddie Hart,eddie.hart@stonybrook.edu,Monday 2-4 PM,Office A,(539)868-2410x7658,1,114978017,Tammie Torres,tammie.torres@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
204688448,CSE 310,Computer Networks,7,3,0,5,23,7,7,7,13,13,15,8,7,02:49 AM,"Wednesday, Tuesday, Thursday",117252550,Sarah Johnson,sarah.johnson@stonybrook.edu,Wednesday 10 AM-12 PM,Office B,+1-587-274-4137x030,2,118020727,Judith Allison,judith.allison@stonybrook.edu,Monday 2-4 PM,Office A
204688448,CSE 310,Computer Networks,7,3,0,5,23,7,7,7,13,13,15,8,7,02:49 AM,"Wednesday, Tuesday, Thursday",117252550,Sarah Johnson,sarah.johnson@stonybrook.edu,Wednesday 10 AM-12 PM,Office B,+1-587-274-4137x030,2,115935798,Hannah Duncan,hannah.duncan@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
209789768,CSE 337,Scripting Languages,8,0,0,5,19,10,10,10,14,14,10,10,5,10:19 PM,"Monday, Wednesday, Friday",117679420,Alexander Powell,alexander.powell@stonybrook.edu,Friday 3-5 PM,Office C,+1-876-819-8397,3,118923094,Dennis Hughes,dennis.hughes@stonybrook.edu,Friday 3-5 PM,Office C
209789768,CSE 337,Scripting Languages,8,0,0,5,19,10,10,10,14,14,10,10,5,10:19 PM,"Monday, Wednesday, Friday",117679420,Alexander Powell,alexander.powell@stonybrook.edu,Friday 3-5 PM,Office C,+1-876-819-8397,3,117303832,Tiffany Salinas PhD,tiffany.salinas.phd@stonybrook.edu,Monday 2-4 PM,Office C
209789768,CSE 337,Scripting Languages,8,0,0,5,19,10,10,10,14,14,10,10,5,10:19 PM,"Monday, Wednesday, Friday",117679420,Alexander Powell,alexander.powell@stonybrook.edu,Friday 3-5 PM,Office C,+1-876-819-8397,3,117991235,Tammy Cowan,tammy.cowan@stonybrook.edu,Monday 2-4 PM,Office C
206347339,CSE 316,Fundamentals of Software Development,5,5,2,4,19,9,9,9,10,13,15,8,9,12:57 PM,"Friday, Tuesday, Thursday",119455243,Carrie Sanders,carrie.sanders@stonybrook.edu,Friday 3-5 PM,Office A,(732)789-3841,1,117714241,Henry Dawson,henry.dawson@stonybrook.edu,Monday 2-4 PM,Office A
204723111,CSE 320,Systems Fundamentals II,1,4,4,3,24,8,8,8,11,15,14,5,10,06:46 AM,"Tuesday, Friday, Thursday",116706418,Mrs. Ashley Webb,mrs..ashley.webb@stonybrook.edu,Friday 3-5 PM,Office A,001-837-728-2654x472,2,112013590,Danny Pineda,danny.pineda@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
204723111,CSE 320,Systems Fundamentals II,1,4,4,3,24,8,8,8,11,15,14,5,10,06:46 AM,"Tuesday, Friday, Thursday",116706418,Mrs. Ashley Webb,mrs..ashley.webb@stonybrook.edu,Friday 3-5 PM,Office A,001-837-728-2654x472,2,115396604,Anthony Castillo,anthony.castillo@stonybrook.edu,Monday 2-4 PM,Office C
209927010,CSE 416,Software Engineering,1,2,3,5,35,7,7,7,13,10,10,7,7,07:03 PM,"Monday, Thursday, Friday",117608099,Amy Ruiz,amy.ruiz@stonybrook.edu,Wednesday 10 AM-12 PM,Office A,(431)640-7286x3449,2,114792579,Zachary Cisneros,zachary.cisneros@stonybrook.edu,Monday 2-4 PM,Office C
209927010,CSE 416,Software Engineering,1,2,3,5,35,7,7,7,13,10,10,7,7,07:03 PM,"Monday, Thursday, Friday",117608099,Amy Ruiz,amy.ruiz@stonybrook.edu,Wednesday 10 AM-12 PM,Office A,(431)640-7286x3449,2,111853231,Ricky Walker,ricky.walker@stonybrook.edu,Monday 2-4 PM,Office A
203544858,AMS 151,Applied Calculus I,10,7,2,5,17,7,7,7,12,15,11,9,5,01:32 AM,"Wednesday, Friday, Thursday",115411036,April Donovan MD,april.donovan.md@stonybrook.edu,Monday 2-4 PM,Office A,001-948-888-6302,4,119271007,Bryan Shannon Jr.,bryan.shannon.jr.@stonybrook.edu,Friday 3-5 PM,Office C
203544858,AMS 151,Applied Calculus I,10,7,2,5,17,7,7,7,12,15,11,9,5,01:32 AM,"Wednesday, Friday, Thursday",115411036,April Donovan MD,april.donovan.md@stonybrook.edu,Monday 2-4 PM,Office A,001-948-888-6302,4,118604321,Gary Walsh,gary.walsh@stonybrook.edu,Wednesday 10 AM-12 PM,Office C
203544858,AMS 151,Applied Calculus I,10,7,2,5,17,7,7,7,12,15,11,9,5,01:32 AM,"Wednesday, Friday, Thursday",115411036,April Donovan MD,april.donovan.md@stonybrook.edu,Monday 2-4 PM,Office A,001-948-888-6302,4,118044860,Jamie Vargas,jamie.vargas@stonybrook.edu,Wednesday 10 AM-12 PM,Office C
203544858,AMS 151,Applied Calculus I,10,7,2,5,17,7,7,7,12,15,11,9,5,01:32 AM,"Wednesday, Friday, Thursday",115411036,April Donovan MD,april.donovan.md@stonybrook.edu,Monday 2-4 PM,Office A,001-948-888-6302,4,113811850,Adam Cherry,adam.cherry@stonybrook.edu,Wednesday 10 AM-12 PM,Office C
208005267,AMS 161,Applied Calculus II,7,9,7,3,22,6,6,6,10,14,10,5,6,06:03 AM,"Monday, Thursday, Friday",119831466,Donna Garcia,donna.garcia@stonybrook.edu,Friday 3-5 PM,Office C,813.821.3290,4,117533778,Thomas Young,thomas.young@stonybrook.edu,Monday 2-4 PM,Office B
208005267,AMS 161,Applied Calculus II,7,9,7,3,22,6,6,6,10,14,10,5,6,06:03 AM,"Monday, Thursday, Friday",119831466,Donna Garcia,donna.garcia@stonybrook.edu,Friday 3-5 PM,Office C,813.821.3290,4,112241422,Elizabeth Browning DVM,elizabeth.browning.dvm@stonybrook.edu,Friday 3-5 PM,Office C
208005267,AMS 161,Applied Calculus II,7,9,7,3,22,6,6,6,10,14,10,5,6,06:03 AM,"Monday, Thursday, Friday",119831466,Donna Garcia,donna.garcia@stonybrook.edu,Friday 3-5 PM,Office C,813.821.3290,4,116392300,Steve Gonzalez,steve.gonzalez@stonybrook.edu,Friday 3-5 PM,Office A
208005267,AMS 161,Applied Calculus II,7,9,7,3,22,6,6,6,10,14,10,5,6,06:03 AM,"Monday, Thursday, Friday",119831466,Donna Garcia,donna.garcia@stonybrook.edu,Friday 3-5 PM,Office C,813.821.3290,4,111489781,Dennis Williams,dennis.williams@stonybrook.edu,Friday 3-5 PM,Office A
209417279,AMS 210,Applied Linear Algebra,0,10,6,2,30,6,6,6,13,10,11,5,5,03:28 AM,"Wednesday, Tuesday, Monday",118568334,Jeremy Wilson,jeremy.wilson@stonybrook.edu,Wednesday 10 AM-12 PM,Office C,001-573-895-4844,2,117038467,Summer Rodriguez,summer.rodriguez@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
209417279,AMS 210,Applied Linear Algebra,0,10,6,2,30,6,6,6,13,10,11,5,5,03:28 AM,"Wednesday, Tuesday, Monday",118568334,Jeremy Wilson,jeremy.wilson@stonybrook.edu,Wednesday 10 AM-12 PM,Office C,001-573-895-4844,2,115284624,Ricky Smith,ricky.smith@stonybrook.edu,Friday 3-5 PM,Office B
209910779,AMS 310,Survey of Probability and Statistics,7,6,7,0,29,5,5,5,13,12,11,6,8,04:46 AM,"Thursday, Friday, Monday",116106999,Elizabeth Gray,elizabeth.gray@stonybrook.edu,Wednesday 10 AM-12 PM,Office A,320-294-1147x4107,3,119527407,Shane Roberson,shane.roberson@stonybrook.edu,Wednesday 10 AM-12 PM,Office C
209910779,AMS 310,Survey of Probability and Statistics,7,6,7,0,29,5,5,5,13,12,11,6,8,04:46 AM,"Thursday, Friday, Monday",116106999,Elizabeth Gray,elizabeth.gray@stonybrook.edu,Wednesday 10 AM-12 PM,Office A,320-294-1147x4107,3,114341275,Richard Price,richard.price@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
209910779,AMS 310,Survey of Probability and Statistics,7,6,7,0,29,5,5,5,13,12,11,6,8,04:46 AM,"Thursday, Friday, Monday",116106999,Elizabeth Gray,elizabeth.gray@stonybrook.edu,Wednesday 10 AM-12 PM,Office A,320-294-1147x4107,3,118997112,Kellie Jones,kellie.jones@stonybrook.edu,Friday 3-5 PM,Office A
208798574,AMS 355,Applied Algebra,8,0,5,4,16,10,10,10,15,12,10,7,6,10:16 PM,"Wednesday, Monday, Friday",117407272,Rhonda Carrillo,rhonda.carrillo@stonybrook.edu,Friday 3-5 PM,Office A,484.969.9063x62735,5,113531872,Rachel Kelley,rachel.kelley@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
208798574,AMS 355,Applied Algebra,8,0,5,4,16,10,10,10,15,12,10,7,6,10:16 PM,"Wednesday, Monday, Friday",117407272,Rhonda Carrillo,rhonda.carrillo@stonybrook.edu,Friday 3-5 PM,Office A,484.969.9063x62735,5,117470000,James Davis,james.davis@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
208798574,AMS 355,Applied Algebra,8,0,5,4,16,10,10,10,15,12,10,7,6,10:16 PM,"Wednesday, Monday, Friday",117407272,Rhonda Carrillo,rhonda.carrillo@stonybrook.edu,Friday 3-5 PM,Office A,484.969.9063x62735,5,117060595,Patricia Parker,patricia.parker@stonybrook.edu,Friday 3-5 PM,Office A
208798574,AMS 355,Applied Algebra,8,0,5,4,16,10,10,10,15,12,10,7,6,10:16 PM,"Wednesday, Monday, Friday",117407272,Rhonda Carrillo,rhonda.carrillo@stonybrook.edu,Friday 3-5 PM,Office A,484.969.9063x62735,5,114068431,Kathleen Gibson,kathleen.gibson@stonybrook.edu,Friday 3-5 PM,Office B
208798574,AMS 355,Applied Algebra,8,0,5,4,16,10,10,10,15,12,10,7,6,10:16 PM,"Wednesday, Monday, Friday",117407272,Rhonda Carrillo,rhonda.carrillo@stonybrook.edu,Friday 3-5 PM,Office A,484.969.9063x62735,5,115588983,Ruben Browning,ruben.browning@stonybrook.edu,Friday 3-5 PM,Office B
201592429,AMS 216,Applied Calculus III,11,4,0,7,24,7,7,7,10,10,13,9,5,09:32 AM,"Thursday, Wednesday, Friday",119678800,Stephanie Elliott,stephanie.elliott@stonybrook.edu,Friday 3-5 PM,Office C,724.442.9744,3,112338748,Robert Anderson,robert.anderson@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
201592429,AMS 216,Applied Calculus III,11,4,0,7,24,7,7,7,10,10,13,9,5,09:32 AM,"Thursday, Wednesday, Friday",119678800,Stephanie Elliott,stephanie.elliott@stonybrook.edu,Friday 3-5 PM,Office C,724.442.9744,3,117003718,Lindsay Franco,lindsay.franco@stonybrook.edu,Monday 2-4 PM,Office B
201592429,AMS 216,Applied Calculus III,11,4,0,7,24,7,7,7,10,10,13,9,5,09:32 AM,"Thursday, Wednesday, Friday",119678800,Stephanie Elliott,stephanie.elliott@stonybrook.edu,Friday 3-5 PM,Office C,724.442.9744,3,116807721,Kendra Reeves,kendra.reeves@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
207186611,CSE 101,Computer Science Principles,6,0,8,1,23,8,8,8,14,11,13,7,6,11:20 PM,"Thursday, Wednesday, Monday",119207879,Billy Howard,billy.howard@stonybrook.edu,Wednesday 10 AM-12 PM,Office C,3578814328,3,114326311,Jennifer Vasquez,jennifer.vasquez@stonybrook.edu,Monday 2-4 PM,Office A
207186611,CSE 101,Computer Science Principles,6,0,8,1,23,8,8,8,14,11,13,7,6,11:20 PM,"Thursday, Wednesday, Monday",119207879,Billy Howard,billy.howard@stonybrook.edu,Wednesday 10 AM-12 PM,Office C,3578814328,3,119393279,Robert Gomez,robert.gomez@stonybrook.edu,Monday 2-4 PM,Office B
207186611,CSE 101,Computer Science Principles,6,0,8,1,23,8,8,8,14,11,13,7,6,11:20 PM,"Thursday, Wednesday, Monday",119207879,Billy Howard,billy.howard@stonybrook.edu,Wednesday 10 AM-12 PM,Office C,3578814328,3,114360647,Jamie Gibson,jamie.gibson@stonybrook.edu,Monday 2-4 PM,Office C
205791085,SOC 101,Introduction to Sociology,8,1,0,1,27,7,7,7,15,13,14,7,8,01:57 AM,"Tuesday, Monday, Friday",112254553,Kristen Baker,kristen.baker@stonybrook.edu,Friday 3-5 PM,Office A,001-260-906-5639x655,1,114320572,James Chung,james.chung@stonybrook.edu,Monday 2-4 PM,Office C
209749948,SOC 102,Medicine and Society,5,7,1,8,24,5,5,5,13,14,13,5,5,05:29 AM,"Monday, Tuesday, Thursday",114508916,Luke Sexton,luke.sexton@stonybrook.edu,Monday 2-4 PM,Office A,001-232-396-9618,1,118686228,Joel Foley,joel.foley@stonybrook.edu,Friday 3-5 PM,Office A
206587482,FLM 102,Introduction to Film and Television Composition: How Films and TV Shows Say What They Mean,5,8,8,4,20,5,5,5,14,15,11,10,10,12:05 PM,"Tuesday, Friday, Wednesday",112157012,Kristina Norris,kristina.norris@stonybrook.edu,Monday 2-4 PM,Office C,+1-953-964-6359x47444,2,118340971,Mary Brown,mary.brown@stonybrook.edu,Friday 3-5 PM,Office B
206587482,FLM 102,Introduction to Film and Television Composition: How Films and TV Shows Say What They Mean,5,8,8,4,20,5,5,5,14,15,11,10,10,12:05 PM,"Tuesday, Friday, Wednesday",112157012,Kristina Norris,kristina.norris@stonybrook.edu,Monday 2-4 PM,Office C,+1-953-964-6359x47444,2,112807182,Drew Smith,drew.smith@stonybrook.edu,Monday 2-4 PM,Office B
202668833,FLM 101,Introduction to Filmmaking and Television: Visual Storytelling,3,8,0,6,30,6,6,6,14,10,11,6,7,03:56 PM,"Thursday, Monday, Friday",113588163,Jacob Jones,jacob.jones@stonybrook.edu,Friday 3-5 PM,Office B,(522)966-0039x0783,3,115686041,Amy Kennedy,amy.kennedy@stonybrook.edu,Friday 3-5 PM,Office A
202668833,FLM 101,Introduction to Filmmaking and Television: Visual Storytelling,3,8,0,6,30,6,6,6,14,10,11,6,7,03:56 PM,"Thursday, Monday, Friday",113588163,Jacob Jones,jacob.jones@stonybrook.edu,Friday 3-5 PM,Office B,(522)966-0039x0783,3,111561002,Angie Gregory,angie.gregory@stonybrook.edu,Friday 3-5 PM,Office C
202668833,FLM 101,Introduction to Filmmaking and Television: Visual Storytelling,3,8,0,6,30,6,6,6,14,10,11,6,7,03:56 PM,"Thursday, Monday, Friday",113588163,Jacob Jones,jacob.jones@stonybrook.edu,Friday 3-5 PM,Office B,(522)966-0039x0783,3,111349641,Gregory Davis,gregory.davis@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
205309249,WAE 146,Basic Writing,5,6,4,6,25,6,6,6,14,10,12,5,7,08:48 AM,"Thursday, Friday, Wednesday",116162837,Diana Washington,diana.washington@stonybrook.edu,Monday 2-4 PM,Office C,001-889-467-2154x852,3,119016520,Cindy Ellis,cindy.ellis@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
205309249,WAE 146,Basic Writing,5,6,4,6,25,6,6,6,14,10,12,5,7,08:48 AM,"Thursday, Friday, Wednesday",116162837,Diana Washington,diana.washington@stonybrook.edu,Monday 2-4 PM,Office C,001-889-467-2154x852,3,117609982,Brooke Sheppard,brooke.sheppard@stonybrook.edu,Friday 3-5 PM,Office B
205309249,WAE 146,Basic Writing,5,6,4,6,25,6,6,6,14,10,12,5,7,08:48 AM,"Thursday, Friday, Wednesday",116162837,Diana Washington,diana.washington@stonybrook.edu,Monday 2-4 PM,Office C,001-889-467-2154x852,3,112007111,Jessica Andrews,jessica.andrews@stonybrook.edu,Monday 2-4 PM,Office A
207153152,EST 220,Multimedia for Online Content Platforms,10,0,5,3,27,5,5,5,11,15,14,8,5,12:45 PM,"Thursday, Monday, Wednesday",111170389,Kelly Nixon,kelly.nixon@stonybrook.edu,Friday 3-5 PM,Office C,(357)209-0955x295,3,117317162,Tony Salazar,tony.salazar@stonybrook.edu,Wednesday 10 AM-12 PM,Office A
207153152,EST 220,Multimedia for Online Content Platforms,10,0,5,3,27,5,5,5,11,15,14,8,5,12:45 PM,"Thursday, Monday, Wednesday",111170389,Kelly Nixon,kelly.nixon@stonybrook.edu,Friday 3-5 PM,Office C,(357)209-0955x295,3,118067420,Anne Shaw,anne.shaw@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
207153152,EST 220,Multimedia for Online Content Platforms,10,0,5,3,27,5,5,5,11,15,14,8,5,12:45 PM,"Thursday, Monday, Wednesday",111170389,Kelly Nixon,kelly.nixon@stonybrook.edu,Friday 3-5 PM,Office C,(357)209-0955x295,3,113325544,Andrew Adkins,andrew.adkins@stonybrook.edu,Monday 2-4 PM,Office C
205088659,EST 216,Emerging Technologies in Atypical Operations,1,6,6,0,36,6,6,6,11,12,10,8,10,02:32 AM,"Thursday, Tuesday, Monday",114331155,Logan Love,logan.love@stonybrook.edu,Friday 3-5 PM,Office B,364-674-7973,1,112116872,Amanda Garcia,amanda.garcia@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
202530116,EST 300,Communication for Engineers and Scientists,0,1,1,5,33,9,9,9,12,10,11,6,7,04:26 AM,"Friday, Tuesday, Wednesday",114044757,William Vaughn,william.vaughn@stonybrook.edu,Friday 3-5 PM,Office B,(746)571-2074x3220,2,117019508,Cynthia Williams,cynthia.williams@stonybrook.edu,Friday 3-5 PM,Office C
202530116,EST 300,Communication for Engineers and Scientists,0,1,1,5,33,9,9,9,12,10,11,6,7,04:26 AM,"Friday, Tuesday, Wednesday",114044757,William Vaughn,william.vaughn@stonybrook.edu,Friday 3-5 PM,Office B,(746)571-2074x3220,2,112852801,Amy Turner MD,amy.turner.md@stonybrook.edu,Friday 3-5 PM,Office C
207153625,ESS 131,Applications Software for Information Management,8,1,1,7,23,8,8,8,11,12,13,10,6,09:48 PM,"Friday, Monday, Wednesday",117605623,Steven Shelton,steven.shelton@stonybrook.edu,Monday 2-4 PM,Office C,(528)517-8749x477,2,117809110,Nathan Sanchez,nathan.sanchez@stonybrook.edu,Monday 2-4 PM,Office B
207153625,ESS 131,Applications Software for Information Management,8,1,1,7,23,8,8,8,11,12,13,10,6,09:48 PM,"Friday, Monday, Wednesday",117605623,Steven Shelton,steven.shelton@stonybrook.edu,Monday 2-4 PM,Office C,(528)517-8749x477,2,118344937,Tyler Wilcox,tyler.wilcox@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
208657745,EST 214,Visual Rhetoric and Information Technology,3,5,3,1,26,9,9,9,11,11,13,5,6,09:10 AM,"Monday, Thursday, Wednesday",112348145,Christina Goodwin,christina.goodwin@stonybrook.edu,Friday 3-5 PM,Office A,001-421-215-1371x905,3,119598179,Kevin Frank,kevin.frank@stonybrook.edu,Monday 2-4 PM,Office A
208657745,EST 214,Visual Rhetoric and Information Technology,3,5,3,1,26,9,9,9,11,11,13,5,6,09:10 AM,"Monday, Thursday, Wednesday",112348145,Christina Goodwin,christina.goodwin@stonybrook.edu,Friday 3-5 PM,Office A,001-421-215-1371x905,3,119519988,Bethany Rodriguez,bethany.rodriguez@stonybrook.edu,Monday 2-4 PM,Office B
